id,titulo,trecho,classe_candidata_fraca,classe
401265,TRT-PR recebe Selo Linguagem Simples por ações realizadas em 2025,"O Tribunal Regional do Trabalho da 9ª Região, no Paraná, recebeu o Selo Linguagem Simples do Conselho Nacional de Justiça (CNJ) como reconhecimento pelos trabalhos realizados pelo Tribunal ao longo de 2025. No TRT-PR, um grupo de trabalho sob a coordenação da Juíza Simone Galan de Figueiredo implementou o projeto Linguagem Simples, com ações conduzidas por diversos setores do tribunal. Entre essas",7,
400716,Transição energética destaca atuação de tribunais na promoção da sustentabilidade ambiental,"A adoção de ações voltadas à redução do consumo de materiais, como papel, a substituição da matriz energética tradicional por energia solar, bem como a promoção de capacitações e iniciativas de conscientização sobre consumo sustentável, destacaram a atuação do Tribunal Regional do Trabalho da 4ª Região (TRT-4) e do Tribunal de Justiça de Roraima (TJRR). As iniciativas garantiram às duas Cortes as ",7,
400816,"Justiça amplia ações de acessibilidade, instrução e sustentabilidade em 2025","O Tribunal de Justiça do Rio de Janeiro (TJRJ), por meio da Secretaria-Geral de Sustentabilidade e Responsabilidade Social (SGSUS), realizou diversas ações em 2025, guiadas por princípios de equidade, inclusão e compromisso com o desenvolvimento humano. Esse trabalho promoveu políticas públicas voltadas à transformação de vidas, ao fortalecimento da cidadania e ao incentivo para que o serviço públ",7,
403271,Justiça de Bacabal disciplina sobre presença de menores de 14 anos no Carnaval,"A Justiça proibiu que menores de 14 anos de idade desacompanhados participem de festividades carnavalescas e seus ensaios, inclusive blocos de rua, no período de 9 a 22 de fevereiro de 2026, em Bacabal, Conceição do Lago Açu, Lago Verde e Bom Lugar. A proibição abrange festividades realizadas em qualquer espaço público ou privado, tais como estádios, ginásios, quadras e campos desportivos, ruas, p",6,
412111,Três magistradas e dois magistrados são aprovados no Senado para compor colegiado do CNJ,"O Plenário do Senado Federal aprovou, na quarta-feira (29/4), o nome dos cinco novos conselheiros do Conselho Nacional de Justiça (CNJ). Os aprovados irão compor o colegiado pelo período de dois anos. Os indicados passaram, anteriormente, por sabatina da Comissão de Constituição e Justiça (CCJ). Presidido pelo presidente do Supremo Tribunal Federal (STF), ministro Edson Fachin, o CNJ conta, em sua",9,
412132,Corregedoria Nacional realiza inspeção no TJSP a partir de segunda-feira (4/5),"A Corregedoria Nacional de Justiça realizará inspeção no Tribunal de Justiça do Estado de São Paulo (TJSP) entre os dias 4 e 8 de maio de 2026. A medida foi formalizada pela Portaria n. 21/2026 , assinada pelo corregedor nacional de Justiça, ministro Mauro Campbell Marques. Durante os cinco dias de trabalho, as atividades ocorrerão das 9h às 17h, sem suspensão dos prazos processuais e dos atendime",9,
415212,Tribunais em todo o país mostram resultados na área de auditoria interna,"A atuação da auditoria interna no Judiciário tem se consolidado como função estratégica de assessoramento à gestão, indo além da fiscalização para apoiar decisões e prevenir falhas. Iniciativas em diversos tribunais mostram como a área fortalece a gestão de riscos, a integridade e a governança. No Tribunal Regional Eleitoral do Rio de Janeiro (TRE-RJ), a auditoria avaliou a maturidade da gestão de",1,
405878,Decisão de Fachin autoriza repasse de tribunais mineiros a municípios afetados por enchentes,"O Plenário do Conselho Nacional de Justiça (CNJ) confirmou, nesta terça-feira (3/3), decisão do presidente do órgão e do Supremo Tribunal Federal (STF), Ministro Edson Fachin, que autoriza tribunais de Minas Gerais a destinarem recursos para a Defesa Civil do estado e dos municípios atingidos pelas fortes chuvas de fevereiro. Os valores são provenientes de prestações pecuniárias (pagamentos feitos",8,
407667,Desembargador do TJSP é afastado por 180 dias após revisão disciplinar,"Os integrantes do Conselho Nacional de Justiça (CNJ) anularam o arquivamento de processos disciplinares contra o Desembargador Carlos Henrique Abrão e aplicaram, por decisão unânime, a pena de disponibilidade por 180 dias. A sanção implica o afastamento do magistrado de suas funções, com vencimentos proporcionais, e é a segunda mais grave prevista na Lei Orgânica da Magistratura Nacional (Loman). ",8,
400232,Direitos humanos orientam atuação do CNJ no sistema prisional e na solução de conflitos fundiários,"A Agência CNJ de Notícias publica uma série de reportagens que consolidam as diretrizes e as ações do Conselho Nacional de Justiça (CNJ) voltadas ao aperfeiçoamento contínuo dos serviços da Justiça. Cada linha de atuação está ligada ao mandato de uma conselheira ou de um conselheiro, cujos destaques do trabalho serão aqui apresentados. O reconhecimento, pelo Supremo Tribunal Federal (STF), de que ",5,
404694,Inscrições para o 2º Prêmio Eficiência Tributária se iniciam em 2 de março,"O Conselho Nacional de Justiça (CNJ) abre, em 2 de março, as inscrições para o II Prêmio Eficiência Tributária . A premiação busca identificar, selecionar e disseminar boas práticas que contribuam para a redução da alta litigiosidade tributária e para o aprimoramento da cobrança do crédito tributário no país. As inscrições poderão ser feitas até 31 de maio, pelo formulário on-line . Podem particip",2,
404458,Monitoramento do primeiro ano do Pena Justa começa em 20 de fevereiro,"Os avanços obtidos no primeiro ano do plano Pena Justa começarão a ser registrados pelo Conselho Nacional de Justiça (CNJ) no próximo dia 20 de fevereiro em um sistema eletrônico desenvolvido especialmente para esse fim. Para facilitar o preenchimento e a consolidação dos dados, o CNJ apresentou a ferramenta nesta semana para quase 400 representantes de organizações nacionais e estaduais. Com base",9,
405907,Infância e adolescência são foco da visita de conselheiro do CNJ ao TJAP,"Representando o Conselho Nacional de Justiça (CNJ), o conselheiro Fabio Francisco Esteves realizará visita à sede do Tribunal de Justiça do Amapá (TJAP) nesta quinta e sexta-feira (5 e 6/3). O juiz do Tribunal do Tribunal de Justiça do Distrito Federal e dos Territórios (TJDFT), que passou a integrar o CNJ no último mês, iniciará por Macapá uma série de visitas em todo o país às coordenadorias e c",6,
414122,Justiça 4.0 lança cursos sobre três novas soluções tecnológicas nacionalizadas,"O Conselho Nacional de Justiça (CNJ) lançou capacitações sobre três ferramentas recentemente nacionalizadas pelo Conecta: Banco de Sentenças das Justiças Militares, Bastião e Janus. As formações são autoinstrucionais, on-line e gratuitas, e não requerem conhecimento prévio das ferramentas. A nacionalização das ferramentas foi celebrada durante o Encontro de Integração em Inteligência Artificial no",1,
402817,"TJBA instala “banco vermelho”, símbolo de alerta e enfrentamento à violência contra a mulher e ao feminicídio","O Tribunal de Justiça da Bahia (TJBA) instalou o Banco Vermelho na área externa de sua sede, em Salvador, como símbolo de alerta permanente e de enfrentamento à violência contra a mulher e ao feminicídio. Durante o ato, realizado no último dia 26 de janeiro, a desembargadora Nágila Maria Sales Brito, presidente da Coordenadoria da Mulher do TJBA e do Colégio de Coordenadores da Mulher em Situação ",4,
415697,Começa nesta segunda (8/6) a II Semana da Pauta Verde,"Os tribunais da Justiça Federal e Estadual em todo o país abrem nesta segunda-feira (8/6) a segunda edição da Semana da Pauta Verde . A mobilização nacional, que segue até o dia 12 de junho, tem o objetivo de acelerar a tramitação de processos ambientais de grande complexidade e impacto coletivo. O supervisor da Política Nacional do Poder Judiciário para o Clima e o Meio Ambiente, conselheiro Ilan",7,
401881,TRT-PB destaca-se nacionalmente pela celeridade e excelência na tramitação processual do 2º grau,"O Tribunal Regional do Trabalho da Paraíba (13ª Região) reafirma, em 2025, sua posição de referência nacional em celeridade e eficiência jurisdicional, figurando entre os regionais com melhor desempenho nos principais indicadores de duração processual do 2º grau, conforme dados do eGestão. A presidente do TRT-PB, desembargadora Herminegilda Leite Machado, ressaltou que esses dados demonstram que é",2,
408758,CNJ capacita tribunais do Nordeste para uso de ferramenta de avaliação de risco às mulheres,"O Conselho Nacional de Justiça (CNJ) realizou, nesta quinta-feira (26/3), a primeira oficina formativa regional sobre o Formulário Nacional de Avaliação de Risco da Violência Doméstica e Familiar contra a Mulher (Fonar) . Os tribunais do nordeste foram os primeiros a participar da capacitação, que será levada às demais regiões do país ao longo do mês de abril. A série de oficinas virtuais tem como",4,
415380,Presidente do CNJ debate impactos da inteligência artificial em jornadas jurídicas no Rio de Janeiro,"O presidente do Conselho Nacional de Justiça (CNJ) e do Supremo Tribunal Federal (STF), ministro Edson Fachin, participou nesta segunda-feira (1º), no Rio de Janeiro, das Jornadas Internacionais da Associação Henri Capitant, voltadas ao debate sobre vulnerabilidades algorítmicas e Direito Civil contemporâneo. Na palestra de abertura, o ministro abordou os impactos da inteligência artificial e de s",9,
410259,Justiça paraense leva debate sobre ECA Digital a estudantes em Belém,"Estudantes do ensino fundamental da Escola Camilo Salgado, em Belém, participaram de uma palestra sobre segurança no ambiente virtual e os impactos das novas regras do Estatuto da Criança e do Adolescente (ECA) no contexto digital. A atividade integra o projeto Porto Seguro, desenvolvido pela Coordenadoria da Infância e Juventude do Tribunal de Justiça do Pará (TJPA), e faz parte da programação da",6,
404823,CNJ atua no monitoramento de sentença internacional sobre operação policial de 2002,"Representantes do Conselho Nacional de Justiça (CNJ) participaram, nos dias 9 e 10 de fevereiro, em São Paulo, da primeira reunião interinstitucional para definir medidas para o cumprimento da sentença da Corte Interamericana de Direitos Humanos (Corte IDH) no caso conhecido como Honorato e Outros. O objetivo foi buscar uma resolução para o cumprimento da sentença, proferida em 2023. A decisão res",3,
413182,"Catadores de recicláveis devem ser remunerados pela prestação de serviço em tribunais, orienta CNJ","Os tribunais brasileiros foram recomendados a remunerar cooperativas e associações de catadores de materiais recicláveis pelos serviços de coleta e destinação dos resíduos sólidos. O montante a ser pago pelos tribunais deve ser complementar à comercialização e não em substituição a essa, agregando valor reconhecido ao serviço ambiental prestado. A decisão foi aprovada por unanimidade pelo Plenário",7,
405624,Cultura no sistema prisional: interessados podem se cadastrar até 10/3,O prazo para participar do mapeamento das iniciativas culturais no sistema prisional vai até 10 de março de 2026 com inscrições feitas por meio de formulário disponível no site do Conselho Nacional de Justiça (CNJ). O objetivo é identificar e reunir iniciativas culturais desenvolvidas no sistema prisional ou voltadas a pessoas egressas e seus familiares. Leia mais: CNJ inicia mapeamento nacional d,5,
401465,TRT-RS fecha 2025 com 76% das mediações resolvidas por acordo,"O Tribunal Regional do Trabalho da 4ª Região (TRT-RS) realizou, entre 1º de janeiro e 31 de dezembro de 2025, 251 audiências de mediação coletiva, no âmbito de 149 procedimentos instaurados. Em 76,5% dos casos, as sessões terminaram em acordo. As negociações beneficiaram 179.313 trabalhadores. As sessões ocorreram ao longo de todo o ano, incluindo o período de recesso do Judiciário. As mediações c",2,
405567,Tribunais enviarão sugestões para atualização de norma sobre precatórios,"Os tribunais de justiça devem receber, a partir da próxima semana, uma comunicação do Conselho Nacional de Justiça (CNJ) para contribuir com a revisão do ato normativo que trata sobre os precatórios, Resolução CNJ n. 303/2019 . As alterações devem acompanhar as diretrizes da Emenda Constitucional 136 , que altera critérios e prazo para inclusão de precatórios na proposta orçamentária. A informação",9,
403177,Justiça pela Paz em Casa: programa já tem datas definidas para 2026,"Promovido pelo Conselho Nacional de Justiça (CNJ) em parceria com os tribunais de justiça estaduais, o Programa Justiça pela Paz em Casa já tem datas definidas para 2026. Neste ano, as três semanas nacionais de esforço concentrado ocorrerão de 9 a 13 de março, de 17 a 21 de agosto e de 23 a 27 de novembro. As mobilizações correspondem, respectivamente, às 32ª, 33ª e 34ª edições do programa. As sem",4,
401737,CNJ abre inscrições para programa internacional de capacitação de magistradas,"Magistradas brasileiras poderão participar do programa de capacitação internacional Women Judge’s Program – Judicial Training & the Brazilian Judiciary , que será realizado entres os dias 15 e 17 de abril, em Brasília. As inscrições podem ser feitas até o dia 6 de fevereiro, por meio de formulário eletrônico no Portal do Conselho Nacional de Justiça (CNJ). A iniciativa é resultado de uma cooperaçã",4,
409495,Juízo Verde: CNJ premia ações inovadoras em sustentabilidade,"Pelo quinto ano consecutivo, o Conselho Nacional de Justiça (CNJ) irá reconhecer ações, projetos ou programas inovadores desenvolvidos no âmbito do Poder Judiciário que fomentem a sustentabilidade e a prestação jurisdicional sob a perspectiva ambiental. Instituído pela Portaria n. 134 de 26/03/2026, o Prêmio Juízo Verde 2026 tem como objetivo disseminar práticas de sucesso que possam ser replicada",7,
409795,“Se Renda à Infância”: doações podem ser feitas diretamente na declaração de IRPF 2026,"Contribuintes podem incluir, na declaração de Imposto de Renda 2026, doações aos Fundos dos Direitos da Criança e do Adolescente, por meio da campanha “Se Renda à Infância”, promovida pelo Conselho Nacional de Justiça (CNJ). Nesta edição, a campanha está voltada ao Arquipélago de Marajó (PA), região marcada por grandes distâncias, isolamento geográfico e índices expressivos de exclusão social. Par",6,
410547,Judiciário lança informativo para fortalecer práticas restaurativas no Maranhão,"O Núcleo Estadual de Justiça Restaurativa (Nejur) do Tribunal de Justiça do Maranhão lançou a primeira edição do “NEJUR em Rede – Informativo das Práticas Restaurativas no Maranhão”, referente aos meses de fevereiro, março e abril de 2026. A publicação já está disponível na página do núcleo e tem como objetivo ampliar a visibilidade das iniciativas restaurativas desenvolvidas no estado. De acordo ",3,
405791,Tribunal receberá comitiva da Corregedoria Nacional de Justiça para inspeção em março,"Entre os dias 9 e 13 de março, o Tribunal de Justiça do Estado do Rio Grande do Sul (TJRS) receberá uma equipe de inspeção da Corregedoria Nacional de Justiça, órgão do Conselho Nacional de Justiça (CNJ). A medida está prevista na Portaria n. 1/2026 , assinada pelo Ministro Mauro Campbell Marques, e tem como finalidade verificar o funcionamento de setores administrativos e judiciais de 1º e 2º gra",9,
416786,Acordo entre CNJ e TRF-4 aprimora automatização de julgamentos administrativos,"O aperfeiçoamento da automatização dos julgamentos administrativos em colegiados, como fóruns, comitês e grupos de trabalho do Conselho Nacional de Justiça (CNJ), está no centro do acordo de cooperação técnica firmado nesta segunda-feira (15/6) entre o presidente do órgão, ministro Edson Fachin, e o presidente do Tribunal Regional Federal da 4ª Região (TRF-4), desembargador João Batista Pinto Silv",9,
407251,Ministra do STJ faz visita institucional ao CNJ para diálogo sobre enfrentamento à violência contra mulheres,"O Conselho Nacional de Justiça (CNJ) recebeu, nesta sexta-feira (13/03), a visita institucional da ministra do Superior Tribunal de Justiça (STJ) Maria Marluce Caldas, para discutir iniciativas do Poder Judiciário voltadas ao enfrentamento da violência doméstica e familiar contra a mulher. A comitiva da ministra foi recebida pela juíza auxiliar da Presidência do CNJ, Suzana Massako. Foram comparti",4,
402750,TJSE e parceiros promovem lazer e reencontros entre crianças e adolescentes das unidades de acolhimento,"Como resultado de uma iniciativa da Coordenadoria da Infância e Juventude do Tribunal de Justiça de Sergipe e de parceiros, voltada a crianças e adolescentes das unidades de acolhimento institucional da capital e do interior, foi realizada mais uma edição do Brincando no Parque. Neste ano, cerca de 300 crianças e adolescentes na faixa etária dos 4 aos 18 anos se divertiram no American Park, no últ",6,
416266,CNJ altera horário de funcionamento nos dias de jogos da seleção brasileira,"O Conselho Nacional de Justiça (CNJ) terá seu horário de atendimento ao público alterado nos dias 19 e 24 de junho. Por causa dos jogos da seleção brasileira na Copa do Mundo FIFA 2026, o órgão funcionará das 8h às 15h. A mudança foi publicada na última quarta (10/6), por meio da Portaria n. 47 de 10/6/2026 . Na sexta-feira (19/6), o jogo será Brasil x Haiti, às 21h30, na Filadélfia (EUA). Já na q",2,
410098,Conexão Auditoria debate gestão das atividades de auditoria em encontro virtual,"A gestão ágil das atividades de auditoria interna é tema da nova edição da série Conexão Auditoria, que acontece no dia 17 de abril, às 15h. Promovido pelo Conselho Nacional de Justiça (CNJ), o evento é on-line e aberto tanto a integrantes do Poder Judiciário quanto ao público em geral. A palestra será ministrada por Carla Joyce Gomes Alarcon de Paula, servidora do Tribunal Regional do Trabalho da",1,
416867,"Atuação dos Juizados Especiais aproxima a Justiça dos cidadãos, diz conselheira do CNJ","Com o tema “Fortalecer os Juizados Especiais é fortalecer a Justiça”, a III Semana Nacional dos Juizados Especiais está sendo realizada em todo o país entre os dias 15 e 19 de junho. Na Justiça Federal da 2ª Região (JF-2), os temas cíveis e previdenciários da Turma Nacional de Uniformização (TNU) foram os destaques durante a abertura institucional. Representando o Conselho Nacional de Justiça (CNJ",3,
401175,Ouvidoria da Mulher fortalece acolhimento e defesa dos direitos no Judiciário piauiense,"A Ouvidoria da Mulher integra a Política Institucional de Promoção da Igualdade de Gênero e de Enfrentamento à Violência contra a Mulher, atuando como um importante canal de escuta, orientação e encaminhamento de demandas relacionadas à defesa dos direitos das mulheres, especialmente em situações de violência, discriminação ou violação de garantias fundamentais. Por meio da Ouvidoria da Mulher, as",4,
406202,Fonajus Itinerante é iniciado em São Luís (MA) com agenda até sexta (6/3),"O Fórum Nacional do Judiciário para a Saúde (Fonajus) Itinerante chega ao Maranhão para programação nesta quinta e sexta-feira (5 e 6/3). A agenda inclui reuniões no Tribunal de Justiça do Maranhão (TJMA), inclusive com o Comitê Estadual de Saúde, e com representantes da Justiça Federal no Maranhão (JFMA). A itinerância tem como objetivo fortalecer a implementação da Política Judiciária de Resoluç",2,
411410,Justiça acreana participa da Semana Nacional de Combate ao Assédio e Discriminação,"A Comissão de Prevenção e Enfrentamento do Assédio Moral, Assédio Sexual e da Discriminação no âmbito do 1º Grau de Jurisdição (Coped) divulgou a programação da Semana Nacional de Combate ao Assédio e à Discriminação no Tribunal de Justiça do Acre (TJAC). Com atividades presenciais e virtuais, a iniciativa reforça o compromisso do Judiciário acreano com a construção de ambientes de trabalho seguro",4,
405768,Plenário do CNJ se reúne nesta terça (3/3) para a 1ª Sessão Extraordinária de 2026,"O Plenário do Conselho Nacional de Justiça (CNJ) se reúne nesta terça-feira (3/3), a partir das 10h, para a primeira sessão extraordinária de 2026. Ao todo, 11 itens serão analisados. Um dos assuntos é um procedimento de controle administrativo que analisa a atuação do Tribunal de Justiça do Ceará (TJCE) em um concurso público para o cargo de Técnico Judiciário — Área Judiciária. O CNJ vai verific",8,
410327,CNJ barra exposição da vida íntima de vítimas no Judiciário,"O Plenário do Conselho Nacional de Justiça (CNJ) reforçou a proibição de exposições indevidas da vida privada de vítimas ou testemunhas em processos disciplinares no Judiciário. A decisão, tomada nesta terça-feira (14/4) durante a 5ª Sessão Ordinária de 2026 do colegiado, dispõe sobre a proteção de vítimas e testemunhas em processos que envolvam infrações contra a dignidade sexual ou violência con",8,
415905,Operação Excelsior: Justiça do Trabalho leva assistência a comunidades da região Norte,"Pela primeira vez, a Justiça do Trabalho participou da chamada Operação Excelsior, ação promovida pela Força Aérea Brasileira (FAB) para levar atendimento médico a populações em áreas de difícil acesso da região Norte do Brasil. Até sábado (6), as equipes atenderão comunidades urbanas e ribeirinhas nos estados do Amazonas e do Pará e oferecerão consultas, exames, cirurgias, atendimentos odontológi",0,
399887,Ouvidoria da Justiça do Trabalho de Campinas destaca alto índice de solução imediata,"A Ouvidoria do Tribunal Regional do Trabalho da 15ª Região recebeu mais de 8 mil manifestações ao longo de 2025, considerando os atendimentos gerais e os pedidos de informação registrados pelo Serviço de Informação ao Cidadão (SIC). O balanço, referente ao período de 1º de janeiro a 18 de dezembro, evidencia o fortalecimento da Ouvidoria como canal permanente de escuta, diálogo e transparência, em",2,
414008,TJAL restaura processos que revelam luta de escravizados por liberdade em Alagoas,"De páginas desgastadas pelo tempo, emergem histórias de pessoas que lutaram pela própria liberdade no período da escravidão, em Alagoas. Anna é uma dessas personagens. Em 1884, ela reuniu o valor necessário para pagar a sua alforria e solicitou curador para as tratativas judiciais. Em depoimento a um escrivão, evocou a Lei do Ventre Livre para fundamentar o seu pedido. Ao final do processo, Anna c",0,
409895,Repórter Justiça fala sobre os impactos da gravidez na adolescência,"No Brasil, uma em cada 23 adolescentes se torna mãe todos os anos. Entre 2020 e 2022, mais de um milhão de bebês nasceram de mães adolescentes. Nesta quinta-feira (9/4), o Repórter Justiça mostra como a gravidez precoce é um problema associado a fatores sociais, econômicos, culturais e educacionais, muitas vezes envolvendo violações de direitos, como o casamento infantil e a violência sexual. A re",6,
405156,CNJ realiza 2ª Sessão Ordinária de 2026 nesta terça-feira (24/2),"A 2ª Sessão Ordinária de 2026 do Conselho Nacional de Justiça (CNJ) está marcada para esta terça-feira (24/2), a partir das 14h. Os conselheiros e as conselheiras deverão analisar 11 itens constantes na pauta de julgamento. Estão previstos três Processos Administrativos Disciplinares (PADs), três Pedidos de Providências (PPs), um Procedimento de Controle Administrativo (PCA) e uma Revisão Discipli",8,
